prompt_id;prompt;response_id;user;response;data_type;check_responseid;check_user;check_response;check_type
1671; Apa yang orang lakukan dengan mulutnya. ;2260;209;man;1;2356;214;makan;DAILY CHECK
1674; Apa yang orang lakukan dengan mulutnya. ;2240;209;cilati;1;2342;214;jilati;DAILY CHECK
1674; Apa yang orang lakukan dengan mulutnya. ;2240;209;cilati;1;2422;249;jilati;DAILY CHECK
1676; Kata yang digunakan untuk menyebut cara mulut bergerak. ;2243;209;tutup;1;2345;214;tutup;DAILY CHECK
1677; Kata yang digunakan untuk menyebut cara mulut bergerak. ;2246;209;cirem;1;2336;214;senyum;DAILY CHECK
1679; Kata yang digunakan untuk menyebut menguap. ;2249;209;puhe;1;2349;214;menguap;DAILY CHECK
1680; Kata yang digunakan untuk menyebut menguap. ;2262;209;kuat;1;2348;214;kuat;DAILY CHECK
1685; Apa yang orang lakukan dengan lidahnya. ;2288;214;jilati;1;2387;249;jilati;DAILY CHECK
1686; Apa yang orang lakukan dengan lidahnya. ;2290;214;menjilati bibekh;1;2406;249;menjilati bibir;DAILY CHECK
1687; Apa yang orang lakukan dengan lidahnya. ;2292;214;menluakhen lilah;1;2377;249;mengeluarkan lidah;DAILY CHECK
1688; Apa yang orang lakukan dengan lidahnya. ;2279;214;mengenmut lilah;1;2417;249;mengencap lidah;DAILY CHECK
1689; Apa yang orang lakukan dengan lidahnya. ;2283;214;menggigit lilah;1;2416;249;menggigit lidah;DAILY CHECK
1690; Apa yang orang lakukan terhadap mulutnya. ;2296;214;hapus;1;2428;249;hapaus;DAILY CHECK
1690; Apa yang orang lakukan terhadap mulutnya. ;2296;214;hapus;1;2561;214;menghapus;DAILY CHECK
1691; Apa yang orang lakukan terhadap mulutnya. ;2301;214;tutup;1;2405;249;tutup;DAILY CHECK
1692; Apa yang orang lakukan terhadap mulutnya. ;2280;214;membekas;1;2421;249;berbekas;DAILY CHECK
1692; Apa yang orang lakukan terhadap mulutnya. ;2280;214;membekas;1;2560;214;berbekas;DAILY CHECK
1694; Kata yang menjelaskan sifat sesuatu yang berkaitan dengan mulut. ;2284;214;secakhe lisan;1;2400;249;secara lisa;DAILY CHECK
1695;Kata yang digunakan untuk menyebut gigi. ;2278;214;ipen;1;2378;249;gigi;DAILY CHECK
1696;Kata yang digunakan untuk menyebut gigi. ;2281;214;ipen seri;1;2385;249;gigi seri;DAILY CHECK
1697;Kata yang digunakan untuk menyebut gigi. ;2294;214;ipen tajam;1;2431;249;gigi tajam;DAILY CHECK
1699;Kata yang digunakan untuk menyebut gigi. ;2282;214;ipen geraham bungsu;1;2402;249;gigi terhir ;DAILY CHECK
1700;Kata yang digunakan untuk menyebut gigi. ;2287;214;ipen susu;1;2413;249;gigi susu;DAILY CHECK
1701;Kata yang digunakan untuk menyebut gigi. ;2291;214;gige nak nak;1;2393;249;nakal anak anak;DAILY CHECK
1702; Apa saja bagian dari gigi. ;2286;214;lapisen ipen;1;2409;249;lapisan gigi;DAILY CHECK
1703; Apa saja bagian dari gigi. ;2285;214;akar ipen;1;2388;249;akar gigi;DAILY CHECK
1706; Kata yang menjelaskan keadaan gigi seseorang. ;2295;214;khate;1;2410;249;rata;DAILY CHECK
1707; Kata yang menjelaskan keadaan gigi seseorang. ;2289;214;bengkok;1;2429;249;bengkok;DAILY CHECK
1709; Kata yang menjelaskan keadaan gigi seseorang. ;2300;214;mentakh;1;2391;249;putih;DAILY CHECK
1710; Kata yang menjelaskan keadaan gigi seseorang. ;2293;214;kuning;1;2407;249;kuning;DAILY CHECK
1711; Apa yang dilakukan oleh gigi. ;2305;209;kakhati;1;2344;214;mengigit;DAILY CHECK
1712; Apa yang dilakukan oleh gigi. ;2298;214;mengkakhat;1;2414;249;menggigit;DAILY CHECK
1712; Apa yang dilakukan oleh gigi. ;2298;214;mengkakhat;1;2516;214;menggigit;DAILY CHECK
1712; Apa yang dilakukan oleh gigi. ;2298;214;mengkakhat;1;2794;209;menggigit;DAILY CHECK
1712; Apa yang dilakukan oleh gigi. ;2298;214;mengkakhat;1;3435;171;menggigit;DAILY CHECK
1714; Kata yang digunakan untuk menyebut perbuatan menggeserkan gigi dengan gigi lainnya sehingga menimbulkan bunyi. ;2297;214;mengigit;1;2397;249;menggigit;DAILY CHECK
1716; Apa yang orang lakukan dengan giginya. ;2299;214;bantunken;1;2802;209;cabutkan;DAILY CHECK
1716; Apa yang orang lakukan dengan giginya. ;2299;214;bantunken;1;3641;171;cabutkan ;DAILY CHECK
1716; Apa yang orang lakukan dengan giginya. ;2299;214;bantunken;1;3755;169;cabutkan;DAILY CHECK
1723; Apa saja bagian dari badan. ;2303;209;dade;1;2340;214;dada;DAILY CHECK
1724; Apa saja bagian dari badan. ;2304;209;buah dade;1;2363;214;buah dada;DAILY CHECK
1728; Apa saja bagian dari badan. ;2302;209;tuke;1;2357;214;perut;DAILY CHECK
1741; Apa saja bagian dari badan. ;2318;214;lubang icing;1;2603;249;lubang tai;DAILY CHECK
1741; Apa saja bagian dari badan. ;2318;214;lubang icing;1;2726;202;lobang taik;DAILY CHECK
1741; Apa saja bagian dari badan. ;2318;214;lubang icing;1;2790;209;lubang anus;DAILY CHECK
1742; Apa saja bagian dari badan. ;2325;214;daging si lot ni awak;1;2587;249;dagingnya ada di penggang;DAILY CHECK
1743; Apa saja bagian dari badan. ;2332;214;sekat rongga badan;1;2609;249;sikat rongga badan;DAILY CHECK
1745;Kata yang digunakan untuk menyebut anggota badan. ;2441;249;kiding;1;2543;214;kaki;DAILY CHECK
1746;Kata yang digunakan untuk menyebut tangan. ;2445;249;tangan;1;2549;214;tangan;DAILY CHECK
1747; Apa saja bagian dari tangan. ;2447;249;bakhe;1;2741;202;baru;DAILY CHECK
1748; Apa saja bagian dari tangan. ;2314;214;kikik;1;2583;249;ketiak;DAILY CHECK
1749; Apa saja bagian dari tangan. ;2443;249;tengan datas;1;2522;214;tangan atas;DAILY CHECK
1750; Apa saja bagian dari tangan. ;2321;214;siku;1;2617;249;sikj;DAILY CHECK
1752; Apa saja bagian dari tangan. ;2316;214;lengan tekhuh;1;2607;249;lengan bawah;DAILY CHECK
1753; Apa saja bagian dari tangan. ;2328;214;pergelangen tangan;1;2585;249;pergelangan tangan;DAILY CHECK
1754; Kata yang digunakan untuk menyebut tangan. ;2320;214;tangan;1;2616;249;tangan;DAILY CHECK
1755; Kata yang digunakan untuk menyebut tangan. ;2308;214;tangan kemukhun;1;2602;249;tangan kanan;DAILY CHECK
1756; Kata yang digunakan untuk menyebut tangan. ;2369;209;tangan kikhi;1;2554;214;tangan kiri;DAILY CHECK
1757; Kata yang digunakan untuk menyebut tangan. ;2312;214;pangkat telapak tangan;1;2601;249;pangkat telapak tangan;DAILY CHECK
1758; Kata yang digunakan untuk menyebut tangan. ;2315;214;tangan;1;2581;249;tangan;DAILY CHECK
1759; Kata yang digunakan untuk menyebut tangan. ;2323;214;khuduk tangan;1;2584;249;hunduk tangan;DAILY CHECK
1759; Kata yang digunakan untuk menyebut tangan. ;2323;214;khuduk tangan;1;2793;209;tangan;DAILY CHECK
1760; Kata yang digunakan untuk menyebut bagian tangan dalam posisi tertentu. ;2335;214;bengkok;1;2611;249;bengkok;DAILY CHECK
1761; Kata yang digunakan untuk menyebut bagian tangan dalam posisi tertentu. ;2317;214;tinju;1;2582;249;tinju;DAILY CHECK
1762;Kata umum yang digunakan untuk menyebut seluruh bagian kaki. ;2327;214;kiding;1;2618;249;kaki;DAILY CHECK
1763; Apa saja bagian dari kaki. ;2319;214;kiding atas;1;2606;249;kaki atas;DAILY CHECK
1766; Apa saja bagian dari kaki. ;2330;214;lutut;1;2610;249;lutut;DAILY CHECK
1768; Apa saja bagian dari kaki. ;2324;214;kiding sebelah tekhuh;1;2612;249;kaki sebelah bawah;DAILY CHECK
1769; Apa saja bagian dari kaki. ;2334;214;bauh betis;1;2588;249;buah betis;DAILY CHECK
1770; Apa saja bagian dari kaki. ;2326;214;kiding sebelah depan dakhu lutut ke pergelangen (tulang kekhah) ;1;2613;249;kaki sebelah depan dari lutut ke pergelangan(tulang kering);DAILY CHECK
1771; Apa saja bagian dari kaki. ;2365;209;pekhgelangen kiding;1;2532;214;pergelangan jari;DAILY CHECK
1772; Apa saja bagian dari kaki. ;2329;214;pangkal pakhe;1;2608;249;pangkal bahu;DAILY CHECK
1773; Apa saja bagian dari kaki. ;2442;249;kiding sembeke tekhuh;1;2540;214;kaki sebelah bawah;DAILY CHECK
1774; Apa saja bagian dari kaki. ;2371;209;tumit;1;2558;214;tumit;DAILY CHECK
1775; Apa saja bagian dari kaki. ;2331;214;tapak kiding;1;2586;249;telapak kaki;DAILY CHECK
1776; Apa saja bagian dari kaki. ;2446;249;bagien bulet ni jampal kiding ni sebelah tekhuh jakhi kiding;1;2539;214;bagian bulat di jempol kaki di sebelah bawah jari kelingking;DAILY CHECK
1777; Apa saja bagian dari kaki. ;2333;214;bagien luakh kiding;1;2614;249;bagian luar kaki;DAILY CHECK
1778; Apa saja bagian dari kaki. ;2448;249;tikul kiding,/tikul kiding;1;2785;209;kaki;DAILY CHECK
1779; Apa saja bagian dari kaki. ;2451;249;melekuk ni jampal kiding;1;2786;209;di  telapak kaki;DAILY CHECK
1780; Kata yang digunakan untuk menyebut bagian kaki dalam posisi tertentu. ;2438;249;pangkuen;1;2534;214;pengakuan;DAILY CHECK
1781; Kata yang menjelaskan bentuk kaki seseorang. ;2453;249;(jakhi)kiding ni pekoken menghadep ke bagas;1;2548;214;jari di bengkokan menghadap ke atas;DAILY CHECK
1782; Kata yang menjelaskan bentuk kaki seseorang. ;2456;249;pengkakh be luakh (mebentuk ex;1;2800;209;keluar;DAILY CHECK
1783; Kata yang menjelaskan bentuk kaki seseorang. ;2458;249;pengakar ni bagas,mebentuk o;1;2556;214;pengakar di alam membentuk;DAILY CHECK
1784; Kata yang menjelaskan bentuk kaki seseorang. ;2461;249;tapak kiding si khate;1;2544;214;telapak kaki yang rata;DAILY CHECK
1786;Kata umum yang digunakan untuk menyebut jari tangan dan jari kaki. ;2452;249;jakhi kiding;1;2559;214;jari kaki;DAILY CHECK
1787; Apa nama untuk setiap jari tangan. ;2434;249;ibu jari;1;2514;214;ibu jari;DAILY CHECK
1788; Apa nama untuk setiap jari tangan. ;2366;209;jakhi telunjuk;1;2525;214;jari telunjuk;DAILY CHECK
1789; Apa nama untuk setiap jari tangan. ;2449;249;jakhi hantu/tengah;1;2555;214;jari tengah;DAILY CHECK
1791; Apa nama untuk setiap jari tangan. ;2457;249;jakhi kidil;1;2533;214;jari kelingking;DAILY CHECK
1792; Apa nama untuk setiap jari kaki. ;2374;209;jempol kiding;1;2529;214;jempol kaki;DAILY CHECK
1793; Apa nama untuk setiap jari kaki. ;2444;249;jakhi kiding ke due;1;2551;214;jari kaki kedua;DAILY CHECK
1794; Apa nama untuk setiap jari kaki. ;2454;249;jakhi kiding tengah;1;2538;214;jari kaki tengah;DAILY CHECK
1798; Kata yang digunakan untuk menyebut bagian-bagian dari jari tangan atau jari kaki. ;2450;249;ujung jakhi;1;2524;214;ujung jari;DAILY CHECK
1799; Kata yang digunakan untuk menyebut bagian-bagian dari jari tangan atau jari kaki. ;2459;249;silip jakhi;1;2530;214;silip jari;DAILY CHECK
1805;Kata umum yang digunakan untuk menyebut kulit. ;2487;214;kulit;1;2673;249;kulit;DAILY CHECK
1806;Kata umum yang digunakan untuk menyebut kulit. ;2492;214;kulit jengat;1;2706;249;kulit jangat;DAILY CHECK
1807;Kata umum yang digunakan untuk menyebut kulit. ;2497;214;kuling ari;1;2689;249;kulit ari;DAILY CHECK
1808;Kata umum yang digunakan untuk menyebut kulit. ;2502;214;pokhi-pokhi;1;2678;249;pori pori;DAILY CHECK
1809; Kata yang digunakan untuk menyebut kulit yang tebal. ;2507;214;risa;1;2681;249;risa;DAILY CHECK
1810; Kata yang digunakan untuk menyebut kulit yang tebal. ;2512;214;belulang;1;2685;249;berlubang;DAILY CHECK
1811; Kata yang digunakan untuk menyebut kulit yang tebal. ;2626;249;kulit tebal;1;2748;202;kulit tebat;DAILY CHECK
1812; Kata yang digunakan untuk menyebut garis yang terdapat pada kulit. ;2484;214;gakhis;1;2665;249;garis;DAILY CHECK
1814; Kata yang digunakan untuk menyebut garis yang terdapat pada kulit. ;2488;214;lipaten;1;2707;249;lipatan;DAILY CHECK
1815; Kata yang digunakan untuk menyebut garis yang terdapat pada kulit. ;2590;169;melipat;1;2674;249;terlipat;DAILY CHECK
1815; Kata yang digunakan untuk menyebut garis yang terdapat pada kulit. ;2590;169;melipat;1;2718;202;terlipat;DAILY CHECK
1815; Kata yang digunakan untuk menyebut garis yang terdapat pada kulit. ;2590;169;melipat;1;2791;209;berlipat;DAILY CHECK
1816; Kata yang digunakan untuk menyebut bintik atau noda yang terdapat pada kulit manusia. ;2493;214;endeng;1;2708;249;endang;DAILY CHECK
1816; Kata yang digunakan untuk menyebut bintik atau noda yang terdapat pada kulit manusia. ;2493;214;endeng;1;2797;209;endang;DAILY CHECK
1817; Kata yang digunakan untuk menyebut bintik atau noda yang terdapat pada kulit manusia. ;2486;214;bintik coklat;1;2666;249;bintik coklat;DAILY CHECK
1819; Kata yang digunakan untuk menyebut bintik atau noda yang terdapat pada kulit manusia. ;2498;214;kutilen;1;2680;249;kudilan;DAILY CHECK
1820; Kata yang digunakan untuk menyebut bintik atau noda yang terdapat pada kulit manusia. ;2490;214;sayuran hutan;1;2694;249;sayuran hutan;DAILY CHECK
1820; Kata yang digunakan untuk menyebut bintik atau noda yang terdapat pada kulit manusia. ;2490;214;sayuran hutan;1;2787;209;sayuran hutan;DAILY CHECK
1821; Kata yang digunakan untuk menyebut bintik atau noda yang terdapat pada kulit manusia. ;2499;214;takhi naleng;1;2699;249;taring lalat;DAILY CHECK
1822; Kata yang digunakan untuk menyebut bintik atau noda yang terdapat pada kulit manusia. ;2592;169;cemakh bekhong;1;2701;249;cemar hitam;DAILY CHECK
1823; Kata yang digunakan untuk menyebut bintik atau noda yang terdapat pada kulit manusia. ;2496;214;bisul;1;2693;249;bisul;DAILY CHECK
1824; Kata yang digunakan untuk menyebut bintik atau noda yang terdapat pada kulit manusia. ;2503;214;bekas ugah;1;2700;249;bekas luka;DAILY CHECK
1825; Kata yang digunakan untuk menyebut luka kecil di kulit. ;2504;214;jekhawat batu;1;2690;249;jerawat batu;DAILY CHECK
1826; Kata yang digunakan untuk menyebut luka kecil di kulit. ;2593;169;jekhawat;1;2697;249;jerawat;DAILY CHECK
1827; Kata yang digunakan untuk menyebut luka kecil di kulit. ;2500;214;bintil;1;2688;249;bintik;DAILY CHECK
1828; Kata yang digunakan untuk menyebut warna kulit manusia. ;2501;214;wane kulit;1;2692;249;warna kulit;DAILY CHECK
1829; Kata yang digunakan untuk menyebut warna kulit manusia. ;2508;214;wane;1;2667;249;warna;DAILY CHECK
1830; Kata yang digunakan untuk menyebut warna kulit manusia. ;2509;214;cokhak kulit;1;2670;249;warna kulit;DAILY CHECK
1832; Kata yang menjelaskan warna kulit seseorang (warna tetap ataupun warna sementara). ;2505;214;wane jukut;1;2703;249;warna daging;DAILY CHECK
1833; Kata yang menjelaskan warna kulit seseorang (warna tetap ataupun warna sementara). ;2506;214;mentakh;1;2668;249;putih;DAILY CHECK
1835; Kata yang menjelaskan warna kulit seseorang (warna tetap ataupun warna sementara). ;2595;169;cekelat;1;2669;249;coklat;DAILY CHECK
1836; Kata yang menjelaskan warna kulit seseorang (warna tetap ataupun warna sementara). ;2600;169;megakhe;1;2684;249;merah;DAILY CHECK
1837; Kata yang menjelaskan warna kulit seseorang (warna tetap ataupun warna sementara). ;2510;214;ngosing langsat;1;2662;249;kuning langsat;DAILY CHECK
1838; Kata yang menjelaskan warna kulit seseorang (warna tetap ataupun warna sementara). ;2511;214;gelap;1;2682;249;gelap;DAILY CHECK
1844; Kata yang menjelaskan warna kulit seseorang ketika sakit ataupun takut. ;2564;169;kukhang dakhoh;1;2704;249;kurang darah;DAILY CHECK
1845; Kata yang menjelaskan warna kulit seseorang ketika sakit ataupun takut. ;2565;169;habu-habu;1;2702;249;abu abu;DAILY CHECK
1846; Kata yang menjelaskan warna kulit seseorang ketika sakit ataupun takut. ;2574;169;pucat awe;1;2691;249;mucat muka;DAILY CHECK
1848; Kata yang menjelaskan warna kulit seseorang ketika sakit ataupun takut. ;2579;169;megakhe;1;2686;249;merah;DAILY CHECK
1849; Kata yang menjelaskan warna kulit seseorang ketika sakit ataupun takut. ;2580;169;sekhem kheme;1;2801;209;seram bulu roma;DAILY CHECK
1850; Kata yang menjelaskan warna kulit seseorang ketika sakit ataupun takut. ;2566;169;sekham;1;2695;249;seram;DAILY CHECK
1851; Kata yang menjelaskan keadaan kulit seseorang. ;2567;169;keadaen kuling;1;2675;249;kaeadaan kulit;DAILY CHECK
1852; Kata yang menjelaskan keadaan kulit seseorang. ;2589;169;bosih;1;2679;249;bersih;DAILY CHECK
1853; Kata yang menjelaskan keadaan kulit seseorang. ;2563;169;meminyak;1;2683;249;bermiayak;DAILY CHECK
1858; Kata yang menjelaskan keadaan kulit seseorang. ;2598;169;kasakh;1;2698;249;kasar;DAILY CHECK
1865; Kata yang menjelaskan keadaan kulit seseorang setelah berjemur di bawah sinar matahari. ;2634;249;melepuh;1;2904;214;melepuh;DAILY CHECK
1869; Kata yang digunakan untuk menyebut satu rambut atau bulu saja. ;2641;249;helai;1;2816;209;helai;DAILY CHECK
1870; Apa saja bagian dari rambut atau bulu. ;2644;249;pelikat buk;1;2822;209;ikat rambut;DAILY CHECK
1870; Apa saja bagian dari rambut atau bulu. ;2644;249;pelikat buk;1;3621;171;pengikat rambut;DAILY CHECK
1871; Apa saja bagian dari rambut atau bulu. ;2632;249;ukhat buk;1;2821;209;urat rambut;DAILY CHECK
1872; Apa saja bagian dari rambut atau bulu. ;2647;249;ujung buk;1;2814;209;ujug rambut;DAILY CHECK
1873; Apa saja bagian dari rambut atau bulu. ;2648;249;ujung buk si mecabang;1;2823;209;ujung rambut bercabang;DAILY CHECK
1874; Kata yang digunakan untuk menyebut rambut atau bulu yang terdapat di bagian badan manusia yang berbeda. ;2651;249;buk takal;1;2825;209;rambut kepala;DAILY CHECK
1875; Kata yang digunakan untuk menyebut rambut atau bulu yang terdapat di bagian badan manusia yang berbeda. ;2654;249;jabukh;1;2905;214;jambu;DAILY CHECK
1876; Kata yang digunakan untuk menyebut rambut atau bulu yang terdapat di bagian badan manusia yang berbeda. ;2645;249;buk badan;1;2827;209;rambut badan;DAILY CHECK
1877; Kata yang digunakan untuk menyebut rambut atau bulu yang terdapat di bagian badan manusia yang berbeda. ;2640;249;buk kemaluan;1;2830;209;rambut kemaluan;DAILY CHECK
1878; Kata yang digunakan untuk menyebut bulu di muka. ;2636;249;janggut;1;2813;209;jenggot;DAILY CHECK
1879; Kata yang digunakan untuk menyebut bulu di muka. ;2657;249;gumis;1;2826;209;kumis;DAILY CHECK
1880; Kata yang digunakan untuk menyebut bulu di muka. ;2643;249;cabang,bau;1;2819;209;cabang bauk;DAILY CHECK
1881; Kata yang digunakan untuk menyebut bulu di muka. ;2660;249;janggut kambing;1;2831;209;jenggot kambing;DAILY CHECK
1882; Kata yang digunakan untuk menyebut bulu di muka. ;2649;249;buk awe;1;2810;209;rambut wajah;DAILY CHECK
1883; Kata yang menjelaskan sifat jenis-jenis rambut atau bulu. ;2646;249;mekhikhip;1;2829;209;kusut;DAILY CHECK
1885; Kata yang menjelaskan sifat jenis-jenis rambut atau bulu. ;2652;249;ikal;1;2828;209;ikal;DAILY CHECK
1887; Kata yang menjelaskan sifat jenis-jenis rambut atau bulu. ;2650;249;halus;1;2808;209;halus;DAILY CHECK
1888; Kata yang menjelaskan sifat jenis-jenis rambut atau bulu. ;2655;249;tebal;1;2812;209;tebal;DAILY CHECK
1890; Kata yang menjelaskan sifat jenis-jenis rambut atau bulu. ;2653;249;halus mesagan;1;2809;209;halus kemerahan;DAILY CHECK
1891; Kata yang menjelaskan warna rambut. ;2658;249;pirang;1;2817;209;pirang;DAILY CHECK
1892; Kata yang menjelaskan warna rambut. ;2757;209;megakhe;1;2870;249;merah;DAILY CHECK
1893; Kata yang menjelaskan warna rambut. ;2656;249;bekhong;1;2815;209;hitam;DAILY CHECK
1894; Kata yang menjelaskan warna rambut. ;2661;249;mekhuban;1;2824;209;ber uban;DAILY CHECK
1896; Kata yang menjelaskan seseorang yang memiliki warna rambut tertentu. ;2659;249;si buk coklat;1;2820;209;si rambut coklat;DAILY CHECK
1898; Kata yang menjelaskan seseorang yang memiliki warna rambut tertentu. ;2761;209;buk ubanen;1;2871;249;uban rambut;DAILY CHECK
1906; Kata yang menjelaskan keadaan kepala seorang pria yang rambutnya banyak yang gugur. ;2804;209;buk khontok;1;2869;249;rambut rontok;DAILY CHECK
1910; Kata yang digunakan untuk menyebut seluruh rangkaian tulang. ;2766;209;tulan khangke;1;2866;249;tulang rangka;DAILY CHECK
1928; Apa saja bagian dari persendian. ;2832;209;caikhen sendi;1;3075;249;cairkan sendi;DAILY CHECK
1929; Apa saja bagian dari persendian. ;2929;214;persendien ;1;3063;249;persendian;DAILY CHECK
1931; Kata yang digunakan untuk menyebut bunyi yang dibuat dengan melipat-lipat jari tangan. ;2886;206;ngelipat lipatken buah jakhi;1;3059;249;melipaf lipatan buah jari;DAILY CHECK
1932; Kata yang digunakan untuk menyebut bunyi yang dibuat dengan melipat-lipat jari tangan. ;2836;209;mutok-mutoken jari;1;3049;249;matah matahkan jari;DAILY CHECK
1933;Kata umum yang digunakan untuk menyebut jaringan halus dalam tubuh manusia. ;2835;209;daging;1;3032;249;daging;DAILY CHECK
1934;Kata umum yang digunakan untuk menyebut jaringan halus dalam tubuh manusia. ;2833;209;jaringen;1;3067;249;jaringan;DAILY CHECK
1935;Kata umum yang digunakan untuk menyebut jaringan halus dalam tubuh manusia. ;2918;214;jakhingen halus;1;3080;249;jaringan halus;DAILY CHECK
1936; Apa saja jenis jaringan halus tersebut. ;2838;209;jaringen penghubung;1;3024;249;jaringan penghubung;DAILY CHECK
1937; Apa saja jenis jaringan halus tersebut. ;2834;209;jakhingen menghubungken tekak khut lambung;1;3074;249;jaringa  menghubungkan tekak dan lambung;DAILY CHECK
1938; Apa saja jenis jaringan halus tersebut. ;2845;209;kekhongkong;1;3071;249;kerongkongan;DAILY CHECK
1939; Apa saja jenis jaringan halus tersebut. ;2837;209;lemak;1;3055;249;lemak;DAILY CHECK
1940; Apa saja jenis jaringan halus tersebut. ;2843;209;tulan rawan alat si leketi sendi bagas tubuh;1;3043;249;tulang rawan alat yang melekat sendi dalam tubuh;DAILY CHECK
1941; Apa saja jenis jaringan halus tersebut. ;2851;209;kelenjakh;1;3027;249;kelenjer;DAILY CHECK
1942; Apa saja jenis jaringan halus tersebut. ;2852;209;kelenjakh limfa;1;3026;249;kelenjer limpa;DAILY CHECK
1943; Kata yang digunakan untuk menyebut otot-otot. ;2854;209;otot;1;3033;249;otot;DAILY CHECK
1944; Kata yang digunakan untuk menyebut otot-otot. ;2855;209;jukut;1;3023;249;daging;DAILY CHECK
1945; Kata yang digunakan untuk menyebut otot-otot. ;2858;209;berotot kekakh;1;3044;249;berortot kekal;DAILY CHECK
1948; Kata yang menjelaskan bentuk daging atau otot seseorang. ;2875;245;bukhu;1;3051;249;buru;DAILY CHECK
1948; Kata yang menjelaskan bentuk daging atau otot seseorang. ;2875;245;bukhu;1;3165;214;bahu;DAILY CHECK
1949; Kata yang menjelaskan bentuk daging atau otot seseorang. ;2889;206;kendukh;1;3069;249;kendor;DAILY CHECK
1951; Kata yang digunakan untuk menyebut urat yang menghubungkan otot dan tulang. ;2935;214;pesendien edi;1;3037;249;persendian itu;DAILY CHECK
1954;Kata umum yang digunakan untuk menyebut anggota tubuh bagian dalam. ;2892;206;jantung ;1;3029;249;jantung;DAILY CHECK
1954;Kata umum yang digunakan untuk menyebut anggota tubuh bagian dalam. ;2892;206;jantung ;1;3093;209;jantung;DAILY CHECK
1957;Kata umum yang digunakan untuk menyebut anggota tubuh bagian dalam. ;2906;214;kelenjar;1;3022;249;kelenjer;DAILY CHECK
1958; Apa nama-nama setiap anggota tubuh bagian dalam. ;2887;206;Ate;1;3076;249;hati;DAILY CHECK
1959; Apa nama-nama setiap anggota tubuh bagian dalam. ;2919;214;umbai usus gayene;1;3070;249;umbai usus gaya nya;DAILY CHECK
1960; Apa nama-nama setiap anggota tubuh bagian dalam. ;2920;214;kantong empedu bagas tubuh kite;1;3073;249;kantonh empedu dalan tubub kita;DAILY CHECK
1961; Apa nama-nama setiap anggota tubuh bagian dalam. ;2927;214;kelenjar me gayene;1;3056;249;kelenjer ke gayanya;DAILY CHECK
1964; Apa saja bagian dari paru-paru dan sistem peredaran napasnya. ;2901;206;pakhu-pakhu;1;3072;249;paru paru;DAILY CHECK
1965; Apa saja bagian dari paru-paru dan sistem peredaran napasnya. ;2910;214;sistem peredaren napas;1;3035;249;sistem peredaran napas;DAILY CHECK
1971; Apa saja bagian dari usus//tali perut. ;2900;206;salukhen thuke;1;3060;249;saluran perut;DAILY CHECK
1972; Apa saja bagian dari usus//tali perut. ;2934;214;isi tukekh;1;3078;249;isi perut;DAILY CHECK
1975; Apa saja bagian dari usus//tali perut. ;2912;214;ususbelin;1;3065;249;usus besar;DAILY CHECK
1977; Apa saja bagian dari buah pinggang (ginjal) dan kandung kemih. ;2933;214;ginjal;1;3058;249;ginjal;DAILY CHECK
1985; Apa saja bagian dari tenggorokan. ;2936;249;tenggorok en;1;3083;209;tenggorokan;DAILY CHECK
1990; Apa saja bagian dari sistem syaraf. ;2937;249;tulan belakang,ukhat sakhap tulan belakang;1;3095;209;tulang belakang, urat saraf tulang belakang;DAILY CHECK
1991; Apa saja bagian dari sistem syaraf. ;2938;249;pusat sakhap;1;3082;209;pusat saraf;DAILY CHECK
2001; Apa saja bagian dari pembuluh darah. ;2939;214;ukhat nadi;1;3042;249;urat nadi;DAILY CHECK
2045; Kata yang digunakan untuk menyebut alat kelamin laki-laki. ;3109;209;buah pelir;1;3172;214;buah pir;DAILY CHECK
2046; Kata yang digunakan untuk menyebut alat kelamin laki-laki. ;3119;209;testis;1;3253;249;testis;DAILY CHECK
2046; Kata yang digunakan untuk menyebut alat kelamin laki-laki. ;3119;209;testis;1;5942;171;testis;DAILY CHECK
2048; Apa yang terjadi pada alat kelamin laki-laki. ;3019;209;kembang;1;3171;214;kembang;DAILY CHECK
2048; Apa yang terjadi pada alat kelamin laki-laki. ;3019;209;kembang;1;3248;249;kembang;DAILY CHECK
2049; Apa yang terjadi pada alat kelamin laki-laki. ;3102;209;mebelin;1;3163;214;besar;DAILY CHECK
2051; Kata yang digunakan untuk menyebut cairan yang dihasilkan oleh alat kelamin laki-laki. ;3017;209;lawe mani;1;3178;214;air mani;DAILY CHECK
2052; Kata yang digunakan untuk menyebut cairan yang dihasilkan oleh alat kelamin laki-laki. ;3014;209;sperma;1;3180;214;sperma;DAILY CHECK
2053; Kata yang menjelaskan sifat sesuatu yang berkaitan dengan alat kelamin laki-laki. ;3112;209;kheproduktif;1;3177;214;produksi;DAILY CHECK
2056;Kata yang digunakan untuk menyebut alat kelamin perempuan. ;3105;209;buah dade;1;3161;214;buah dada;DAILY CHECK
2057;Kata yang digunakan untuk menyebut alat kelamin perempuan. ;3108;209;puting susu;1;3174;214;puting susu;DAILY CHECK
2059;Kata yang digunakan untuk menyebut alat kelamin perempuan. ;3117;209;kelenit;1;3175;214;kelelit;DAILY CHECK
2063; Kata yang digunakan untuk menyebut siklus haid bulanan pada wanita. ;3110;209;cakhe haid;1;3167;214;cara haid;DAILY CHECK
2063; Kata yang digunakan untuk menyebut siklus haid bulanan pada wanita. ;3110;209;cakhe haid;1;3258;249;cara haid;DAILY CHECK
